,Cluster,ID#,Balance,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
2069,0,2086,140918.0,4,1,1,57626.25,32,0.0,0.0,3883,1
2070,3,2087,203218.75,4,1,1,39680.0,22,700.0,2.5,3355,0
2071,1,2088,14426.0,1,1,1,0.0,0,0.0,0.0,4096,0
2072,0,2089,29559.0,4,1,1,28969.0,16,0.0,0.0,4236,1
2073,1,2090,113113.0,3,1,1,10736.0,13,0.0,0.0,4307,0
2074,0,2091,73027.0,4,1,1,34002.0,19,0.0,0.0,4063,1
2075,1,2092,17386.0,1,1,1,0.0,0,0.0,0.0,3771,0
2076,2,2093,9310.0,1,1,1,500.0,1,500.0,1.0,4272,0
2077,1,2094,11023.0,1,1,1,0.0,0,0.0,0.0,4328,0
2078,0,2095,55406.0,4,1,1,38118.0,18,500.0,1.0,4310,1
2079,1,2096,47638.0,1,1,1,0.0,0,0.0,0.0,3739,0
2080,2,2097,30040.0,2,1,1,8636.0,8,500.0,1.0,3873,1
2081,1,2098,24787.0,1,1,1,1000.0,1,0.0,0.0,3930,0
2082,2,2099,40758.0,1,1,1,3500.0,4,777.5,2.0,4299,0
2083,1,2100,726.0,1,1,1,0.0,0,0.0,0.0,4268,1
2084,1,2101,40686.0,1,1,1,260.0,2,0.0,0.0,4177,0
2085,1,2102,16626.0,1,1,1,2500.0,13,0.0,0.0,4329,0
2086,2,2103,18944.0,1,1,1,300.0,3,300.0,2.5,3932,0
2087,3,2104,114949.0,5,1,1,57626.25,24,600.0,2.0,4294,1
2088,2,2105,32522.0,1,1,1,5971.0,4,471.0,2.0,4042,0
2089,2,2106,86533.0,1,1,1,3700.0,4,700.0,2.0,3600,0
2090,1,2107,166470.0,2,1,1,9574.0,16,0.0,0.0,4194,0
2091,1,2108,10797.0,1,1,1,0.0,0,0.0,0.0,3581,1
2092,0,2109,131618.0,4,1,1,46473.0,16,0.0,0.0,4274,0
2093,2,2110,77523.0,1,1,1,11050.0,5,777.5,2.0,4274,1
2094,2,2111,47905.0,3,1,1,14575.0,16,777.5,2.5,4245,1
2095,1,2112,28695.0,1,1,1,0.0,0,0.0,0.0,4173,0
2096,1,2113,15253.0,2,1,1,5427.0,8,0.0,0.0,4373,0
2097,1,2114,193818.0,3,1,1,16327.0,13,0.0,0.0,3768,1
2098,2,2115,30556.0,1,1,1,950.0,5,550.0,2.5,4361,0
2099,1,2116,22678.0,1,1,1,2125.0,7,0.0,0.0,4068,0
2100,0,2117,89430.0,3,1,1,24314.0,18,0.0,0.0,1547,0
2101,1,2118,26522.0,3,1,1,18479.0,13,0.0,0.0,4358,1
2102,1,2119,59913.0,1,1,1,2210.0,5,150.0,1.0,3481,0
2103,1,2120,16516.0,1,1,1,500.0,1,0.0,0.0,4275,0
2104,1,2121,49050.0,3,1,1,18436.0,16,0.0,0.0,2426,0
2105,0,2122,27981.0,5,1,1,57626.25,17,0.0,0.0,2921,1
2106,1,2123,4939.0,1,1,1,1000.0,1,0.0,0.0,2515,1
2107,1,2124,26077.0,1,1,1,6768.0,4,0.0,0.0,3487,1
2108,1,2125,110893.0,1,1,1,4653.0,6,0.0,0.0,3645,0
2109,1,2126,56455.0,1,1,1,6000.0,3,0.0,0.0,4218,0
2110,2,2127,32699.0,1,1,1,1500.0,2,500.0,1.0,3167,0
2111,1,2128,109790.0,1,1,1,16108.0,4,0.0,0.0,3123,0
2112,0,2129,166681.0,5,1,1,57626.25,25,0.0,0.0,3287,1
2113,2,2130,145233.0,1,1,1,9366.0,5,777.5,2.5,2626,1
2114,1,2131,1054.0,1,1,1,15147.0,3,0.0,0.0,3133,1
2115,1,2132,27532.0,1,1,1,4639.0,13,0.0,0.0,3939,0
2116,2,2133,62464.0,1,1,1,5675.0,16,500.0,1.0,3820,0
2117,1,2134,4041.0,1,1,1,0.0,0,0.0,0.0,3344,0
2118,1,2135,28138.0,1,1,1,6330.0,29,0.0,0.0,3847,1
2119,1,2136,33010.0,1,1,1,0.0,0,0.0,0.0,3915,0
2120,1,2137,45687.0,1,1,1,45.0,2,0.0,0.0,2269,0
2121,1,2138,12981.0,1,1,1,0.0,0,0.0,0.0,4246,1
2122,1,2139,168246.0,1,1,1,4600.0,4,100.0,2.0,4103,1
2123,0,2140,75505.0,4,1,1,30850.0,17,500.0,1.0,4007,0
2124,1,2141,55591.0,2,1,1,8817.0,13,0.0,0.0,3693,0
2125,0,2142,37358.0,4,1,1,50488.0,19,0.0,0.0,3967,1
2126,1,2143,33803.0,1,1,1,6100.0,34,0.0,0.0,4079,0
2127,1,2144,2500.0,1,1,1,2500.0,1,0.0,0.0,3717,0
2128,1,2145,140527.0,1,1,1,3500.0,14,0.0,0.0,4023,0
2129,1,2146,5360.0,1,1,1,0.0,0,0.0,0.0,4392,0
2130,2,2147,124430.0,2,1,1,15523.0,17,777.5,2.5,4054,1
2131,0,2148,203218.75,4,1,1,46771.0,14,0.0,0.0,4048,0
2132,0,2149,203218.75,3,1,1,13639.0,15,180.0,1.0,3984,0
2133,0,2150,53518.0,5,1,1,57626.25,30,400.0,1.0,3930,1
2134,1,2151,122545.0,1,1,1,269.0,4,250.0,1.0,3834,1
2135,1,2152,192889.0,1,1,1,10500.0,5,0.0,0.0,4096,0
2136,3,2153,203218.75,4,1,1,47286.0,19,777.5,2.5,3980,0
2137,2,2154,37833.0,4,1,1,48172.0,15,500.0,1.0,3551,1
2138,1,2155,48256.0,1,1,1,9690.0,2,0.0,0.0,3979,0
2139,1,2156,99704.0,2,1,1,15750.0,12,0.0,0.0,4106,0
2140,1,2157,203218.75,1,1,1,4150.0,5,150.0,2.5,3599,0
2141,1,2158,82497.0,1,1,1,0.0,0,0.0,0.0,3565,0
2142,1,2159,15326.0,1,1,1,0.0,0,0.0,0.0,4140,0
2143,1,2160,32619.0,1,1,1,1070.0,7,0.0,0.0,3846,0
2144,1,2161,57017.0,1,1,1,2495.0,11,0.0,0.0,3854,0
2145,3,2162,203218.75,4,1,1,29296.0,19,635.0,2.5,4189,0
2146,1,2163,49375.0,3,1,1,23628.0,14,0.0,0.0,3797,0
2147,1,2164,25341.0,1,1,1,38.0,4,0.0,0.0,3995,1
2148,1,2165,45150.0,3,1,1,18907.0,13,0.0,0.0,4141,0
2149,2,2166,187462.0,1,1,1,10500.0,5,500.0,2.5,3953,0
2150,1,2167,19132.0,2,1,1,9124.0,17,0.0,0.0,3915,0
2151,3,2168,196967.0,3,1,1,38490.0,37,777.5,2.5,4008,1
2152,1,2169,13040.0,1,1,1,500.0,1,0.0,0.0,3972,0
2153,2,2170,184301.0,1,1,1,6454.0,13,777.5,2.5,4010,0
2154,1,2171,36294.0,1,1,1,0.0,0,0.0,0.0,3956,0
2155,1,2172,89840.0,2,1,1,7048.0,14,0.0,0.0,3819,0
2156,1,2173,6914.0,1,1,1,1500.0,1,0.0,0.0,3915,1
2157,1,2174,28493.0,3,1,1,21845.0,22,300.0,1.0,3932,1
2158,1,2175,111793.0,1,1,1,500.0,1,0.0,0.0,4057,0
2159,1,2176,18700.0,1,1,1,870.0,2,0.0,0.0,3995,0
2160,2,2177,53957.0,1,1,1,7000.0,4,500.0,1.0,4133,0
2161,1,2178,135770.0,1,1,1,4700.0,5,200.0,2.5,4215,1
2162,3,2179,189784.0,4,1,1,35464.0,18,777.5,2.5,4190,1
2163,0,2180,60076.0,4,1,1,45582.0,9,0.0,0.0,3935,0
2164,1,2181,3522.0,1,1,1,3522.0,4,0.0,0.0,3916,0
2165,1,2182,36736.0,1,1,1,0.0,0,0.0,0.0,4134,0
2166,2,2183,100634.0,1,3,1,57626.25,28,777.5,2.5,4193,1
2167,1,2184,88918.0,2,1,1,5537.0,14,0.0,0.0,4180,1
2168,1,2185,203218.75,1,1,1,25039.0,16,500.0,1.0,4173,0
2169,1,2186,37948.0,3,1,1,19213.0,38,0.0,0.0,3914,1
2170,1,2187,81552.0,2,1,1,7703.0,8,0.0,0.0,3855,0
2171,1,2188,118067.0,2,1,1,8715.0,12,0.0,0.0,3718,1
2172,0,2189,203218.75,4,1,1,29968.0,14,500.0,1.0,3869,0
2173,0,2190,135488.0,5,1,1,57626.25,16,0.0,0.0,4117,1
2174,2,2191,68243.0,2,1,1,10012.0,22,777.5,2.5,3888,0
2175,1,2192,56693.0,2,1,1,20454.0,11,0.0,0.0,3893,1
2176,2,2193,194875.0,1,1,1,7550.0,6,777.5,2.5,3831,1
2177,0,2194,203218.75,4,1,1,28447.0,17,0.0,0.0,3848,0
2178,1,2195,35425.0,1,1,1,4125.0,19,0.0,0.0,3834,0
2179,2,2196,161579.0,1,1,1,7688.0,21,777.5,2.5,3811,0
2180,1,2197,11314.0,1,1,1,741.0,4,0.0,0.0,3845,1
2181,0,2198,119531.0,5,1,1,57626.25,38,250.0,1.0,4002,0
2182,2,2199,48433.0,1,1,1,4300.0,5,777.5,2.5,3673,1
2183,1,2200,10872.0,1,1,1,4500.0,27,0.0,0.0,3882,0
2184,2,2201,109268.0,2,1,1,7401.0,17,750.0,1.0,4034,0
2185,1,2202,105160.0,3,1,1,20458.0,21,0.0,0.0,3732,0
2186,0,2203,90919.0,4,1,1,44430.0,17,0.0,0.0,3739,1
2187,2,2204,50230.0,1,1,1,4149.0,9,777.5,2.5,3727,1
2188,1,2205,74538.0,3,1,1,18835.0,21,0.0,0.0,2726,0
2189,1,2206,4606.0,1,1,1,4320.0,6,0.0,0.0,3501,1
2190,1,2207,61617.0,2,1,1,23495.0,13,0.0,0.0,3972,0
2191,1,2208,15275.0,1,1,1,75.0,2,0.0,0.0,2761,0
2192,1,2209,112891.0,1,1,1,500.0,1,500.0,1.0,3909,0
2193,2,2210,41176.0,1,1,1,7624.0,7,777.5,2.5,3729,1
2194,1,2211,81251.0,1,1,1,19500.0,6,0.0,0.0,3958,1
2195,1,2212,18142.0,1,1,1,220.0,4,0.0,0.0,3638,0
2196,0,2213,16200.0,4,1,1,40455.0,17,0.0,0.0,3840,1
2197,1,2214,8913.0,1,1,1,2050.0,10,50.0,1.0,3630,0
2198,1,2215,14372.0,2,1,1,9042.0,13,0.0,0.0,3557,1
2199,3,2216,77965.0,4,1,1,41126.0,33,777.5,2.5,3120,1
2200,2,2217,12271.0,2,1,1,7684.0,15,777.5,2.0,4219,0
2201,0,2218,49874.0,4,1,1,39976.0,13,0.0,0.0,4293,1
2202,1,2219,35445.0,1,1,1,3379.0,9,0.0,0.0,4198,1
2203,2,2220,91755.0,1,1,1,5026.0,8,751.0,2.5,2676,0
2204,2,2221,33753.0,3,1,1,14961.0,14,500.0,1.0,3335,1
2205,1,2222,53750.0,3,1,1,23135.0,14,0.0,0.0,3736,0
2206,1,2223,110132.0,1,1,1,19000.0,5,0.0,0.0,3271,1
2207,1,2224,12221.0,1,1,1,511.0,4,0.0,0.0,3692,0
2208,1,2225,65519.0,1,1,1,0.0,0,0.0,0.0,4150,0
2209,2,2227,47291.0,1,1,1,1350.0,4,350.0,2.5,2336,1
2210,1,2228,124564.0,3,1,1,11026.0,13,0.0,0.0,3840,0
2211,1,2229,24111.0,2,1,1,9374.0,16,0.0,0.0,3802,1
2212,1,2230,35801.0,1,1,1,3337.0,13,0.0,0.0,3743,1
2213,2,2231,150972.0,1,1,1,2700.0,3,700.0,2.0,3645,1
2214,2,2232,203218.75,1,1,1,14125.0,12,777.5,2.5,3683,1
2215,1,2233,47090.0,1,1,1,0.0,0,0.0,0.0,3726,0
2216,1,2234,1300.0,1,1,1,454.0,11,0.0,0.0,3691,1
2217,2,2235,109103.0,1,1,1,19600.0,27,777.5,2.5,3739,1
2218,2,2236,101057.0,1,1,1,13650.0,11,777.5,2.5,3600,1
2219,1,2237,20900.0,1,1,1,1000.0,1,0.0,0.0,3685,0
2220,1,2238,46607.0,1,1,1,0.0,0,0.0,0.0,3727,0
2221,1,2239,33017.0,1,1,1,1069.0,7,250.0,1.0,3814,0
2222,1,2240,30729.0,3,1,1,16456.0,15,0.0,0.0,3795,1
2223,1,2241,35546.0,1,1,1,3376.0,10,0.0,0.0,3739,0
2224,1,2242,7845.0,1,1,1,265.0,3,0.0,0.0,3508,0
2225,2,2243,25788.0,1,1,1,4650.0,13,777.5,2.5,3687,1
2226,2,2244,13543.0,1,1,1,1443.0,7,423.0,2.0,3811,1
2227,1,2245,16618.0,1,1,1,897.0,5,0.0,0.0,3620,0
2228,1,2246,11548.0,1,1,1,1634.0,7,0.0,0.0,3837,0
2229,1,2247,22181.0,1,1,1,6245.0,15,0.0,0.0,3656,0
2230,0,2248,203218.75,4,1,1,29039.0,17,0.0,0.0,3721,0
2231,1,2249,25080.0,1,1,1,2060.0,12,0.0,0.0,3795,0
2232,1,2250,17964.0,1,1,1,5030.0,23,0.0,0.0,3783,1
2233,1,2251,155385.0,3,1,1,15267.0,12,0.0,0.0,3624,0
2234,1,2252,3977.0,1,1,1,0.0,0,0.0,0.0,3593,0
2235,1,2253,14620.0,1,1,1,0.0,0,0.0,0.0,2833,0
2236,1,2254,46882.0,1,1,1,0.0,0,0.0,0.0,3701,0
2237,1,2255,3350.0,1,1,1,65.0,3,0.0,0.0,3540,0
2238,1,2256,3049.0,1,1,1,0.0,0,0.0,0.0,3613,0
2239,2,2257,32377.0,1,1,1,250.0,2,250.0,2.0,3515,0
2240,2,2258,9396.0,1,1,1,860.0,5,350.0,2.0,3588,1
2241,2,2259,102669.0,2,1,1,6760.0,14,306.0,2.0,3265,1
2242,1,2260,26745.0,1,1,1,17547.0,9,0.0,0.0,3664,1
2243,0,2261,120576.0,4,1,1,36635.0,14,0.0,0.0,3823,1
2244,1,2262,7658.0,1,1,1,300.0,1,0.0,0.0,3231,0
2245,1,2263,11136.0,1,1,1,100.0,1,0.0,0.0,3571,1
2246,0,2264,168778.0,5,1,1,57060.0,20,500.0,1.0,3326,0
2247,1,2265,124979.0,3,1,1,14267.0,14,0.0,0.0,3720,0
2248,1,2266,35659.0,1,1,1,1102.0,9,0.0,0.0,3533,0
2249,1,2267,55996.0,3,1,1,12165.0,14,0.0,0.0,3582,0
2250,3,2268,65904.0,4,1,1,47224.0,35,777.5,2.5,3655,1
2251,3,2269,125679.0,3,1,4,57626.25,27,650.0,1.0,3683,0
2252,0,2270,203218.75,5,1,1,56685.0,16,0.0,0.0,3476,0
2253,1,2271,64414.0,1,1,1,1952.0,12,0.0,0.0,2395,0
2254,2,2272,34204.0,1,1,1,16862.0,9,777.5,2.5,3596,1
2255,1,2273,22384.0,1,1,1,0.0,0,0.0,0.0,3676,0
2256,1,2274,13381.0,1,1,1,1150.0,2,150.0,1.0,3312,0
2257,1,2275,10959.0,1,1,1,500.0,1,0.0,0.0,3469,1
2258,1,2276,28607.0,1,1,1,5943.0,5,0.0,0.0,2895,0
2259,1,2277,30686.0,1,1,1,6161.0,2,0.0,0.0,3596,0
2260,1,2278,8260.0,1,1,1,700.0,2,0.0,0.0,3673,0
2261,0,2279,61584.0,4,1,1,27937.0,14,0.0,0.0,3783,0
2262,1,2280,141594.0,2,1,1,30565.0,16,0.0,0.0,3776,0
2263,2,2281,114549.0,1,1,1,5000.0,4,777.5,2.0,3760,1
2264,1,2282,64153.0,3,1,1,23563.0,19,0.0,0.0,3575,1
2265,1,2283,10000.0,1,1,1,790.0,3,0.0,0.0,3564,0
2266,1,2284,21839.0,1,1,1,853.0,3,119.0,1.0,3638,1
2267,2,2285,182704.0,1,1,1,5850.0,12,777.5,2.5,3820,1
2268,2,2286,92551.0,3,1,1,13755.0,13,500.0,1.0,3895,0
2269,0,2287,49353.0,4,1,1,34656.0,14,0.0,0.0,3540,1
2270,1,2288,21843.0,1,1,1,1411.0,9,0.0,0.0,3177,1
2271,1,2289,34072.0,1,1,1,500.0,1,0.0,0.0,3879,0
2272,0,2290,72962.0,4,1,1,28055.0,16,0.0,0.0,3869,1
2273,2,2291,99502.0,3,1,1,19678.0,28,600.0,2.0,4182,0
2274,1,2292,13250.0,3,1,1,17778.0,14,0.0,0.0,3861,1
2275,0,2293,98232.0,5,1,1,56687.0,14,500.0,1.0,3867,0
2276,0,2294,98895.0,4,1,1,57626.25,17,500.0,1.0,3854,1
2277,1,2295,119340.0,1,1,1,400.0,5,400.0,2.5,3855,1
2278,1,2296,30171.0,1,3,1,15370.0,13,0.0,0.0,3853,0
2279,1,2297,105957.0,1,1,1,4881.0,12,0.0,0.0,3859,0
2280,1,2298,22548.0,1,1,1,3225.0,9,0.0,0.0,3852,0
2281,1,2299,89761.0,3,1,1,11965.0,13,0.0,0.0,3845,1
2282,1,2300,65263.0,1,1,1,22500.0,4,0.0,0.0,3844,0
2283,0,2301,128456.0,5,1,3,57626.25,28,0.0,0.0,3764,0
2284,2,2302,35203.0,1,1,1,1800.0,16,777.5,2.5,3832,0
2285,2,2303,62023.0,1,1,1,750.0,4,550.0,1.0,3819,0
2286,1,2304,44197.0,1,1,1,2500.0,1,0.0,0.0,3831,0
2287,0,2305,104245.0,4,1,1,45589.0,14,0.0,0.0,3810,0
2288,0,2306,203218.75,4,1,1,43392.0,17,500.0,1.0,3818,0
2289,2,2307,85496.0,1,1,1,2799.0,7,777.5,2.5,3820,0
2290,2,2308,49874.0,1,1,1,7200.0,9,777.5,2.5,3817,1
2291,1,2309,109649.0,3,1,1,22136.0,13,0.0,0.0,3812,0
2292,1,2310,34379.0,3,1,1,13051.0,20,150.0,1.0,3805,1
2293,2,2311,56688.0,1,1,1,3550.0,10,777.5,2.5,3812,1
2294,0,2312,48970.0,4,1,1,30872.0,14,0.0,0.0,3817,1
2295,0,2313,70789.0,5,1,1,57626.25,29,150.0,1.0,3810,1
2296,1,2314,24277.0,2,1,1,5330.0,5,0.0,0.0,3796,0
2297,1,2315,20308.0,3,1,1,19526.0,13,0.0,0.0,3797,1
2298,1,2316,111041.0,3,1,1,10252.0,12,0.0,0.0,3875,0
2299,1,2317,27904.0,2,1,1,6622.0,17,0.0,0.0,3793,0
2300,1,2318,128620.0,2,1,1,7747.0,12,0.0,0.0,3789,0
2301,2,2319,65340.0,3,1,1,33795.0,11,500.0,1.0,3775,1
2302,1,2320,27135.0,1,1,1,4908.0,11,0.0,0.0,3783,0
2303,1,2321,32898.0,1,1,1,1000.0,1,0.0,0.0,3777,0
2304,0,2322,196922.0,4,1,1,40170.0,18,0.0,0.0,3755,0
2305,0,2323,196175.0,4,1,1,33886.0,13,0.0,0.0,3775,0
2306,1,2324,11457.0,1,1,1,705.0,3,0.0,0.0,3767,0
2307,0,2325,175344.0,4,1,1,40152.0,19,0.0,0.0,3770,0
2308,0,2326,5154.0,5,1,1,54657.0,28,0.0,0.0,3769,1
2309,1,2327,13232.0,1,1,1,8668.0,16,0.0,0.0,3753,1
2310,2,2328,88232.0,1,1,1,11550.0,5,550.0,2.5,3729,1
2311,0,2329,75526.0,4,1,1,46421.0,14,0.0,0.0,3712,1
2312,1,2330,53935.0,1,1,1,0.0,0,0.0,0.0,3743,0
2313,1,2331,18402.0,1,1,1,0.0,0,0.0,0.0,3746,0
2314,1,2332,24784.0,1,1,1,100.0,1,0.0,0.0,3729,0
2315,1,2333,62903.0,3,1,1,16434.0,13,0.0,0.0,3732,0
2316,2,2334,80272.0,4,1,1,34744.0,14,550.0,2.0,3728,1
2317,1,2335,10458.0,1,2,1,10458.0,12,0.0,0.0,3726,0
2318,0,2336,188184.0,4,1,1,32170.0,13,0.0,0.0,3707,1
2319,0,2337,83524.0,4,1,1,43152.0,18,0.0,0.0,3694,0
2320,1,2338,10794.0,1,1,1,0.0,0,0.0,0.0,3712,0
2321,1,2339,49807.0,2,1,1,6393.0,20,0.0,0.0,3718,0
2322,1,2340,18266.0,3,1,1,12254.0,15,0.0,0.0,3713,1
2323,0,2341,87851.0,4,1,1,28969.0,17,0.0,0.0,4026,0
2324,1,2342,32991.0,1,1,1,1230.0,6,0.0,0.0,3693,0
2325,1,2343,28677.0,1,1,1,215.0,3,0.0,0.0,3699,0
2326,1,2344,103809.0,3,1,1,16776.0,14,0.0,0.0,3699,0
2327,1,2345,417.0,1,1,1,3000.0,1,0.0,0.0,3670,1
2328,1,2346,8859.0,3,1,1,11998.0,13,0.0,0.0,3690,1
2329,1,2347,26896.0,1,1,1,5364.0,15,0.0,0.0,3685,0
2330,1,2348,16986.0,1,1,1,0.0,0,0.0,0.0,3676,0
2331,1,2349,25530.0,3,1,1,25131.0,17,0.0,0.0,3677,1
2332,0,2350,77067.0,4,1,1,40129.0,15,0.0,0.0,3671,0
2333,1,2351,6350.0,1,1,1,0.0,0,0.0,0.0,3657,0
2334,3,2352,76118.0,5,1,1,57626.25,38,777.5,2.0,3621,1
2335,1,2353,40420.0,2,1,1,8649.0,14,0.0,0.0,3651,0
2336,1,2354,30178.0,3,1,1,14422.0,15,0.0,0.0,3656,1
2337,1,2355,15088.0,1,1,1,0.0,0,0.0,0.0,3650,0
2338,2,2356,138020.0,3,1,1,16449.0,17,500.0,1.0,3637,1
2339,2,2357,27310.0,3,1,1,15537.0,16,500.0,1.0,3623,1
2340,1,2358,109131.0,3,1,1,17481.0,17,150.0,1.0,3622,0
2341,1,2359,35356.0,3,1,1,18520.0,15,300.0,1.0,3637,1
2342,1,2360,33466.0,1,1,1,355.0,3,0.0,0.0,3592,0
2343,3,2361,203218.75,4,1,1,50988.0,26,777.5,2.5,3630,0
2344,2,2362,42107.0,1,1,1,3600.0,4,777.5,2.0,3607,1
2345,2,2363,74796.0,3,1,1,19710.0,15,400.0,1.0,3616,1
2346,1,2364,26129.0,3,1,1,20265.0,17,0.0,0.0,3629,1
2347,1,2365,30893.0,1,1,1,0.0,0,0.0,0.0,3623,0
2348,2,2366,9445.0,1,1,1,1000.0,2,777.5,2.0,3613,0
2349,1,2367,52965.0,1,1,1,500.0,1,0.0,0.0,3606,0
2350,1,2368,19516.0,3,1,1,17696.0,16,0.0,0.0,3593,1
2351,0,2369,106378.0,4,1,1,56007.0,14,0.0,0.0,3607,0
2352,2,2370,22201.0,4,1,1,51278.0,16,350.0,1.0,3602,1
2353,1,2371,73378.0,3,1,1,13607.0,14,0.0,0.0,3599,0
2354,1,2372,50193.0,1,1,1,12263.0,3,0.0,0.0,3596,0
2355,1,2373,165144.0,3,1,1,24156.0,14,0.0,0.0,3581,0
2356,1,2374,53556.0,1,1,1,0.0,0,0.0,0.0,3575,0
2357,3,2375,18387.0,4,1,1,40560.0,19,777.5,2.0,3588,1
2358,0,2376,28577.0,4,1,1,48564.0,14,0.0,0.0,3586,1
2359,0,2377,55417.0,4,1,1,37127.0,31,0.0,0.0,3575,0
2360,1,2378,142244.0,3,1,1,12325.0,13,0.0,0.0,3578,0
2361,1,2379,23139.0,2,1,1,8156.0,14,0.0,0.0,3578,0
2362,0,2380,146232.0,5,1,1,57626.25,19,375.0,1.0,3566,1
2363,1,2381,35323.0,1,1,1,1875.0,8,0.0,0.0,3553,0
2364,0,2382,108081.0,5,1,5,57626.25,24,0.0,0.0,3567,1
2365,1,2383,1021.0,1,1,1,100.0,1,0.0,0.0,3553,0
2366,2,2384,120345.0,4,1,1,38323.0,17,650.0,2.0,3544,1
2367,1,2385,11593.0,2,1,1,9055.0,16,0.0,0.0,3558,1
2368,1,2386,68180.0,1,1,1,2044.0,9,0.0,0.0,3550,0
2369,1,2387,26605.0,1,1,1,3704.0,11,0.0,0.0,3543,0
2370,1,2388,17920.0,1,1,1,3250.0,18,0.0,0.0,3546,0
2371,1,2389,85156.0,1,1,1,133.0,5,0.0,0.0,3550,0
2372,1,2390,9005.0,1,1,1,520.0,1,0.0,0.0,3531,0
2373,2,2391,55404.0,2,1,1,10613.0,15,500.0,1.0,3531,1
2374,1,2392,42584.0,1,1,1,841.0,6,0.0,0.0,3526,0
2375,2,2393,92843.0,1,1,1,27650.0,29,777.5,2.5,3530,1
2376,0,2394,51082.0,4,1,1,40878.0,13,0.0,0.0,3524,1
2377,1,2395,18727.0,1,1,1,0.0,0,0.0,0.0,3524,0
2378,0,2396,203218.75,4,1,1,43162.0,19,0.0,0.0,3518,0
2379,2,2397,48806.0,1,1,1,12600.0,10,777.5,2.5,3502,1
2380,1,2398,15610.0,1,1,1,0.0,0,0.0,0.0,3508,0
2381,1,2399,46876.0,1,1,1,9680.0,7,0.0,0.0,3498,1
2382,1,2400,14075.0,1,1,1,4286.0,15,0.0,0.0,3513,0
2383,1,2401,59895.0,1,1,1,10500.0,4,0.0,0.0,3497,1
2384,1,2402,25936.0,1,1,1,0.0,0,0.0,0.0,3495,0
2385,1,2403,134318.0,1,1,1,333.0,3,258.0,1.0,3488,0
2386,1,2404,32807.0,1,1,1,17259.0,4,0.0,0.0,3482,0
2387,1,2405,38591.0,2,1,1,11039.0,18,0.0,0.0,3488,1
2388,1,2406,48958.0,3,1,1,24430.0,5,0.0,0.0,3483,0
2389,1,2407,10710.0,1,1,1,1000.0,1,0.0,0.0,3460,0
2390,1,2408,60349.0,2,1,1,10350.0,18,0.0,0.0,3468,1
2391,1,2409,9453.0,1,1,1,2585.0,5,0.0,0.0,3463,0
2392,0,2410,60867.0,4,1,1,41345.0,18,0.0,0.0,3454,0
2393,1,2411,27590.0,1,1,1,100.0,1,0.0,0.0,3455,0
2394,1,2412,100069.0,3,1,1,18745.0,13,0.0,0.0,3454,0
2395,1,2413,27820.0,1,1,1,3005.0,11,0.0,0.0,3454,0
2396,1,2414,20503.0,1,1,1,520.0,3,0.0,0.0,3445,0
2397,2,2415,137371.0,1,1,1,4977.0,6,777.5,2.5,3447,0
2398,1,2416,12950.0,2,1,1,12798.0,18,195.0,1.0,3432,1
2399,1,2417,25207.0,2,1,1,6883.0,13,0.0,0.0,3440,1
2400,1,2418,17088.0,1,1,1,0.0,0,0.0,0.0,3510,0
2401,2,2420,24100.0,3,1,1,26674.0,23,777.5,2.5,3421,1
2402,0,2421,101632.0,4,1,1,48658.0,14,0.0,0.0,3432,1
2403,1,2422,203218.75,3,1,1,21274.0,18,0.0,0.0,3419,1
2404,1,2423,45257.0,1,1,1,3625.0,7,0.0,0.0,3417,0
2405,1,2424,626.0,1,1,1,626.0,1,0.0,0.0,3393,0
2406,1,2425,18272.0,1,1,1,2920.0,5,0.0,0.0,3405,0
2407,1,2426,10756.0,1,1,1,1375.0,4,0.0,0.0,3104,0
2408,1,2427,161281.0,1,1,1,6321.0,8,175.0,1.0,3399,0
2409,1,2428,75680.0,3,1,1,23159.0,14,0.0,0.0,3397,0
2410,1,2429,59839.0,3,1,1,26962.0,18,0.0,0.0,3404,0
2411,0,2430,201259.0,4,1,1,40755.0,34,0.0,0.0,3398,1
2412,2,2431,101772.0,3,1,1,26480.0,17,777.5,2.0,3396,1
2413,3,2432,190674.0,5,1,1,57626.25,33,777.5,2.5,3396,1
2414,1,2433,1452.0,1,1,1,2375.0,5,0.0,0.0,3396,1
2415,1,2434,30902.0,1,1,1,4175.0,12,50.0,1.0,3384,0
2416,2,2435,65458.0,3,1,1,28356.0,24,777.5,2.5,3382,1
2417,0,2436,114067.0,4,1,1,42569.0,23,0.0,0.0,3336,0
2418,0,2437,93371.0,4,1,1,55338.0,20,0.0,0.0,3382,0
2419,1,2438,20207.0,1,1,1,3033.0,12,0.0,0.0,3370,0
2420,0,2439,41040.0,5,1,1,57626.25,14,200.0,2.0,3372,1
2421,1,2440,41062.0,1,2,1,8275.0,11,0.0,0.0,3356,0
2422,0,2441,203218.75,4,1,1,42007.0,23,0.0,0.0,3369,0
2423,1,2442,81087.0,3,1,1,18971.0,12,0.0,0.0,3362,0
2424,1,2443,14336.0,1,1,1,0.0,0,0.0,0.0,3349,0
2425,1,2444,29929.0,3,1,1,18032.0,17,150.0,1.0,3344,1
2426,1,2445,121390.0,1,1,1,8500.0,4,0.0,0.0,3342,0
